invoice_id,ci_id,vendor,service_area,period,contracted_rate,billed_amount,ci_status,planted_error
INV002811,CI-0234,Cascade Mobile,Voice/UCaaS,2025-03-01,894.16,894.16,Active,none
INV002812,CI-0234,Cascade Mobile,Voice/UCaaS,2025-04-01,894.16,894.16,Active,none
INV002813,CI-0234,Cascade Mobile,Voice/UCaaS,2025-05-01,894.16,894.16,Active,none
INV002814,CI-0234,Cascade Mobile,Voice/UCaaS,2025-06-01,894.16,894.16,Active,none
INV002815,CI-0234,Cascade Mobile,Voice/UCaaS,2025-07-01,894.16,894.16,Active,none
INV002816,CI-0234,Cascade Mobile,Voice/UCaaS,2025-08-01,894.16,894.16,Active,none
INV002817,CI-0234,Cascade Mobile,Voice/UCaaS,2025-09-01,894.16,894.16,Active,none
INV002818,CI-0234,Cascade Mobile,Voice/UCaaS,2025-10-01,894.16,894.16,Active,none
INV002819,CI-0234,Cascade Mobile,Voice/UCaaS,2025-11-01,894.16,894.16,Active,none
INV002820,CI-0234,Cascade Mobile,Voice/UCaaS,2025-12-01,894.16,894.16,Active,none
INV002821,CI-0235,BlueRidge Comms,Data Center Net,2025-01-01,1037.66,1037.66,Active,none
INV002822,CI-0235,BlueRidge Comms,Data Center Net,2025-02-01,1037.66,1037.66,Active,none
INV002823,CI-0235,BlueRidge Comms,Data Center Net,2025-03-01,1037.66,1037.66,Active,none
INV002824,CI-0235,BlueRidge Comms,Data Center Net,2025-04-01,1037.66,1037.66,Active,none
INV002825,CI-0235,BlueRidge Comms,Data Center Net,2025-05-01,1037.66,1037.66,Active,none
INV002826,CI-0235,BlueRidge Comms,Data Center Net,2025-06-01,1037.66,1037.66,Active,none
INV002827,CI-0235,BlueRidge Comms,Data Center Net,2025-07-01,1037.66,1037.66,Active,none
INV002828,CI-0235,BlueRidge Comms,Data Center Net,2025-08-01,1037.66,1037.66,Active,none
INV002829,CI-0235,BlueRidge Comms,Data Center Net,2025-09-01,1037.66,1037.66,Active,none
INV002830,CI-0235,BlueRidge Comms,Data Center Net,2025-10-01,1037.66,1037.66,Active,none
INV002831,CI-0235,BlueRidge Comms,Data Center Net,2025-11-01,1037.66,1037.66,Active,none
INV002832,CI-0235,BlueRidge Comms,Data Center Net,2025-12-01,1037.66,1037.66,Active,none
INV002833,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-01-01,845.69,845.69,Active,none
INV002834,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-02-01,845.69,845.69,Active,none
INV002835,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-03-01,845.69,845.69,Active,none
INV002836,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-04-01,845.69,845.69,Active,none
INV002837,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-05-01,845.69,845.69,Active,none
INV002838,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-06-01,845.69,845.69,Active,none
INV002839,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-07-01,845.69,845.69,Active,none
INV002840,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-08-01,845.69,845.69,Active,none
INV002841,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-09-01,845.69,845.69,Active,none
INV002842,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-10-01,845.69,845.69,Active,none
INV002843,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-11-01,845.69,845.69,Active,none
INV002844,CI-0236,BlueRidge Comms,Cloud Connectivity,2025-12-01,845.69,845.69,Active,none
INV002845,CI-0237,Cascade Mobile,Voice/UCaaS,2025-01-01,887.14,887.14,Active,none
INV002846,CI-0237,Cascade Mobile,Voice/UCaaS,2025-02-01,887.14,887.14,Active,none
INV002847,CI-0237,Cascade Mobile,Voice/UCaaS,2025-03-01,887.14,887.14,Active,none
INV002848,CI-0237,Cascade Mobile,Voice/UCaaS,2025-04-01,887.14,887.14,Active,none
INV002849,CI-0237,Cascade Mobile,Voice/UCaaS,2025-05-01,887.14,887.14,Active,none
INV002850,CI-0237,Cascade Mobile,Voice/UCaaS,2025-06-01,887.14,887.14,Active,none
INV002851,CI-0237,Cascade Mobile,Voice/UCaaS,2025-07-01,887.14,887.14,Active,ghost_circuit
INV002852,CI-0237,Cascade Mobile,Voice/UCaaS,2025-08-01,887.14,887.14,Active,none
INV002853,CI-0237,Cascade Mobile,Voice/UCaaS,2025-09-01,887.14,887.14,Active,none
INV002854,CI-0237,Cascade Mobile,Voice/UCaaS,2025-10-01,887.14,887.14,Active,none
INV002855,CI-0237,Cascade Mobile,Voice/UCaaS,2025-11-01,887.14,887.14,Active,none
INV002856,CI-0237,Cascade Mobile,Voice/UCaaS,2025-12-01,887.14,1774.28,Active,duplicate
INV002857,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-01-01,907.23,907.23,Active,none
INV002858,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-02-01,907.23,907.23,Active,none
INV002859,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-03-01,907.23,907.23,Active,none
INV002860,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-04-01,907.23,907.23,Active,none
INV002861,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-05-01,907.23,907.23,Active,none
INV002862,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-06-01,907.23,907.23,Active,none
INV002863,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-07-01,907.23,907.23,Active,none
INV002864,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-08-01,907.23,907.23,Active,none
INV002865,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-09-01,907.23,907.23,Active,none
INV002866,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-10-01,907.23,907.23,Active,none
INV002867,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-11-01,907.23,907.23,Active,none
INV002868,CI-0238,BlueRidge Comms,Wireless/Mobile,2025-12-01,907.23,907.23,Active,none
INV002869,CI-0239,Cascade Mobile,Cloud Connectivity,2025-01-01,709.26,709.26,Active,ghost_circuit
INV002870,CI-0239,Cascade Mobile,Cloud Connectivity,2025-02-01,709.26,709.26,Active,none
INV002871,CI-0239,Cascade Mobile,Cloud Connectivity,2025-03-01,709.26,709.26,Active,none
INV002872,CI-0239,Cascade Mobile,Cloud Connectivity,2025-04-01,709.26,709.26,Active,none
INV002873,CI-0239,Cascade Mobile,Cloud Connectivity,2025-05-01,709.26,709.26,Active,none
INV002874,CI-0239,Cascade Mobile,Cloud Connectivity,2025-06-01,709.26,709.26,Active,ghost_circuit
INV002875,CI-0239,Cascade Mobile,Cloud Connectivity,2025-07-01,709.26,709.26,Active,none
INV002876,CI-0239,Cascade Mobile,Cloud Connectivity,2025-08-01,709.26,709.26,Active,none
INV002877,CI-0239,Cascade Mobile,Cloud Connectivity,2025-09-01,709.26,709.26,Active,none
INV002878,CI-0239,Cascade Mobile,Cloud Connectivity,2025-10-01,709.26,709.26,Active,none
INV002879,CI-0239,Cascade Mobile,Cloud Connectivity,2025-11-01,709.26,709.26,Active,none
INV002880,CI-0239,Cascade Mobile,Cloud Connectivity,2025-12-01,709.26,709.26,Active,none
INV002881,CI-0240,NorthStar Telecom,WAN/Circuits,2025-01-01,687.79,687.79,Active,none
INV002882,CI-0240,NorthStar Telecom,WAN/Circuits,2025-02-01,687.79,687.79,Active,none
INV002883,CI-0240,NorthStar Telecom,WAN/Circuits,2025-03-01,687.79,687.79,Active,none
INV002884,CI-0240,NorthStar Telecom,WAN/Circuits,2025-04-01,687.79,687.79,Active,none
INV002885,CI-0240,NorthStar Telecom,WAN/Circuits,2025-05-01,687.79,687.79,Active,none
INV002886,CI-0240,NorthStar Telecom,WAN/Circuits,2025-06-01,687.79,687.79,Active,none
INV002887,CI-0240,NorthStar Telecom,WAN/Circuits,2025-07-01,687.79,687.79,Active,none
INV002888,CI-0240,NorthStar Telecom,WAN/Circuits,2025-08-01,687.79,687.79,Active,none
INV002889,CI-0240,NorthStar Telecom,WAN/Circuits,2025-09-01,687.79,687.79,Active,none
INV002890,CI-0240,NorthStar Telecom,WAN/Circuits,2025-10-01,687.79,687.79,Active,none
INV002891,CI-0240,NorthStar Telecom,WAN/Circuits,2025-11-01,687.79,687.79,Active,none
INV002892,CI-0240,NorthStar Telecom,WAN/Circuits,2025-12-01,687.79,687.79,Active,none
INV002905,CI-0242,BlueRidge Comms,WAN/Circuits,2025-01-01,1042.98,1042.98,Active,none
INV002906,CI-0242,BlueRidge Comms,WAN/Circuits,2025-02-01,1042.98,1042.98,Active,none
INV002907,CI-0242,BlueRidge Comms,WAN/Circuits,2025-03-01,1042.98,1042.98,Active,none
INV002908,CI-0242,BlueRidge Comms,WAN/Circuits,2025-04-01,1042.98,1042.98,Active,none
INV002909,CI-0242,BlueRidge Comms,WAN/Circuits,2025-05-01,1042.98,1042.98,Active,none
INV002910,CI-0242,BlueRidge Comms,WAN/Circuits,2025-06-01,1042.98,1042.98,Active,none
INV002911,CI-0242,BlueRidge Comms,WAN/Circuits,2025-07-01,1042.98,1042.98,Active,none
INV002912,CI-0242,BlueRidge Comms,WAN/Circuits,2025-08-01,1042.98,1042.98,Active,none
INV002913,CI-0242,BlueRidge Comms,WAN/Circuits,2025-09-01,1042.98,1042.98,Active,none
INV002914,CI-0242,BlueRidge Comms,WAN/Circuits,2025-10-01,1042.98,1042.98,Active,none
INV002915,CI-0242,BlueRidge Comms,WAN/Circuits,2025-11-01,1042.98,1402.23,Active,rate_overcharge
INV002916,CI-0242,BlueRidge Comms,WAN/Circuits,2025-12-01,1042.98,1042.98,Active,none
INV002917,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-01-01,1047.63,1047.63,Active,none
INV002918,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-02-01,1047.63,1047.63,Active,none
INV002919,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-03-01,1047.63,1047.63,Active,none
INV002920,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-04-01,1047.63,1047.63,Active,none
INV002921,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-05-01,1047.63,1047.63,Active,none
INV002922,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-06-01,1047.63,1047.63,Active,none
INV002923,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-07-01,1047.63,1495.37,Active,rate_overcharge
INV002924,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-08-01,1047.63,1047.63,Active,none
INV002925,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-09-01,1047.63,1047.63,Active,none
INV002926,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-10-01,1047.63,1047.63,Active,none
INV002927,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-11-01,1047.63,1047.63,Active,none
INV002928,CI-0243,NorthStar Telecom,Cloud Connectivity,2025-12-01,1047.63,1047.63,Active,none
INV002929,CI-0244,Atlas Fiber,Cloud Connectivity,2025-01-01,642.45,642.45,Active,none
INV002930,CI-0244,Atlas Fiber,Cloud Connectivity,2025-02-01,642.45,642.45,Active,none
INV002931,CI-0244,Atlas Fiber,Cloud Connectivity,2025-03-01,642.45,642.45,Active,none
INV002932,CI-0244,Atlas Fiber,Cloud Connectivity,2025-04-01,642.45,642.45,Active,none
INV002933,CI-0244,Atlas Fiber,Cloud Connectivity,2025-05-01,642.45,642.45,Active,none
INV002934,CI-0244,Atlas Fiber,Cloud Connectivity,2025-06-01,642.45,642.45,Active,none
INV002935,CI-0244,Atlas Fiber,Cloud Connectivity,2025-07-01,642.45,642.45,Active,ghost_circuit
INV002936,CI-0244,Atlas Fiber,Cloud Connectivity,2025-08-01,642.45,642.45,Active,none
INV002937,CI-0244,Atlas Fiber,Cloud Connectivity,2025-09-01,642.45,825.97,Active,rate_overcharge
INV002938,CI-0244,Atlas Fiber,Cloud Connectivity,2025-10-01,642.45,642.45,Active,none
INV002939,CI-0244,Atlas Fiber,Cloud Connectivity,2025-11-01,642.45,642.45,Active,none
INV002940,CI-0244,Atlas Fiber,Cloud Connectivity,2025-12-01,642.45,642.45,Active,none
INV002941,CI-0245,Cascade Mobile,WAN/Circuits,2025-01-01,835.72,835.72,Active,ghost_circuit
INV002942,CI-0245,Cascade Mobile,WAN/Circuits,2025-02-01,835.72,835.72,Active,none
INV002943,CI-0245,Cascade Mobile,WAN/Circuits,2025-03-01,835.72,835.72,Active,none
INV002944,CI-0245,Cascade Mobile,WAN/Circuits,2025-04-01,835.72,835.72,Active,none
INV002945,CI-0245,Cascade Mobile,WAN/Circuits,2025-05-01,835.72,835.72,Active,none
INV002946,CI-0245,Cascade Mobile,WAN/Circuits,2025-06-01,835.72,835.72,Active,none
INV002947,CI-0245,Cascade Mobile,WAN/Circuits,2025-07-01,835.72,835.72,Active,none
INV002948,CI-0245,Cascade Mobile,WAN/Circuits,2025-08-01,835.72,835.72,Active,none
INV002949,CI-0245,Cascade Mobile,WAN/Circuits,2025-09-01,835.72,835.72,Active,none
INV002950,CI-0245,Cascade Mobile,WAN/Circuits,2025-10-01,835.72,835.72,Active,none
INV002951,CI-0245,Cascade Mobile,WAN/Circuits,2025-11-01,835.72,835.72,Active,none
INV002952,CI-0245,Cascade Mobile,WAN/Circuits,2025-12-01,835.72,835.72,Active,none
INV002953,CI-0246,NorthStar Telecom,Data Center Net,2025-01-01,754.62,754.62,Active,none
INV002954,CI-0246,NorthStar Telecom,Data Center Net,2025-02-01,754.62,1008.01,Active,rate_overcharge
INV002955,CI-0246,NorthStar Telecom,Data Center Net,2025-03-01,754.62,754.62,Active,none
INV002956,CI-0246,NorthStar Telecom,Data Center Net,2025-04-01,754.62,754.62,Active,none
INV002957,CI-0246,NorthStar Telecom,Data Center Net,2025-05-01,754.62,754.62,Active,none
INV002958,CI-0246,NorthStar Telecom,Data Center Net,2025-06-01,754.62,754.62,Active,none
INV002959,CI-0246,NorthStar Telecom,Data Center Net,2025-07-01,754.62,754.62,Active,none
INV002960,CI-0246,NorthStar Telecom,Data Center Net,2025-08-01,754.62,754.62,Active,none
INV002961,CI-0246,NorthStar Telecom,Data Center Net,2025-09-01,754.62,754.62,Active,none
INV002962,CI-0246,NorthStar Telecom,Data Center Net,2025-10-01,754.62,754.62,Active,none
INV002963,CI-0246,NorthStar Telecom,Data Center Net,2025-11-01,754.62,754.62,Active,none
INV002964,CI-0246,NorthStar Telecom,Data Center Net,2025-12-01,754.62,754.62,Active,none
INV002965,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-01-01,1120.24,1120.24,Active,none
INV002966,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-02-01,1120.24,1120.24,Active,none
INV002967,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-03-01,1120.24,1120.24,Active,none
INV002968,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-04-01,1120.24,1120.24,Active,none
INV002969,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-05-01,1120.24,1120.24,Active,none
INV002970,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-06-01,1120.24,1120.24,Active,none
INV002971,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-07-01,1120.24,1120.24,Active,none
INV002972,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-08-01,1120.24,1120.24,Active,none
INV002973,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-09-01,1120.24,1120.24,Active,none
INV002974,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-10-01,1120.24,1120.24,Active,none
INV002975,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-11-01,1120.24,1120.24,Active,none
INV002976,CI-0247,NorthStar Telecom,Voice/UCaaS,2025-12-01,1120.24,1120.24,Active,none
INV002977,CI-0248,NorthStar Telecom,Data Center Net,2025-01-01,1172.2,1172.2,Active,none
INV002978,CI-0248,NorthStar Telecom,Data Center Net,2025-02-01,1172.2,1172.2,Active,none
INV002979,CI-0248,NorthStar Telecom,Data Center Net,2025-03-01,1172.2,1172.2,Active,none
INV002980,CI-0248,NorthStar Telecom,Data Center Net,2025-04-01,1172.2,1172.2,Active,none
INV002981,CI-0248,NorthStar Telecom,Data Center Net,2025-05-01,1172.2,1172.2,Active,none
INV002982,CI-0248,NorthStar Telecom,Data Center Net,2025-06-01,1172.2,1172.2,Active,none
INV002983,CI-0248,NorthStar Telecom,Data Center Net,2025-07-01,1172.2,1576.18,Active,rate_overcharge
INV002984,CI-0248,NorthStar Telecom,Data Center Net,2025-08-01,1172.2,1172.2,Active,none
INV002985,CI-0248,NorthStar Telecom,Data Center Net,2025-09-01,1172.2,1172.2,Active,none
INV002986,CI-0248,NorthStar Telecom,Data Center Net,2025-10-01,1172.2,1172.2,Active,none
INV002987,CI-0248,NorthStar Telecom,Data Center Net,2025-11-01,1172.2,1172.2,Active,ghost_circuit
INV002988,CI-0248,NorthStar Telecom,Data Center Net,2025-12-01,1172.2,1172.2,Active,none
INV002989,CI-0249,Meridian Networks,WAN/Circuits,2025-01-01,1099.57,1099.57,Active,none
INV002990,CI-0249,Meridian Networks,WAN/Circuits,2025-02-01,1099.57,1099.57,Active,none
INV002991,CI-0249,Meridian Networks,WAN/Circuits,2025-03-01,1099.57,1099.57,Active,none
INV002992,CI-0249,Meridian Networks,WAN/Circuits,2025-04-01,1099.57,1099.57,Active,ghost_circuit
INV002993,CI-0249,Meridian Networks,WAN/Circuits,2025-05-01,1099.57,1099.57,Active,none
INV002994,CI-0249,Meridian Networks,WAN/Circuits,2025-06-01,1099.57,1099.57,Active,none
INV002995,CI-0249,Meridian Networks,WAN/Circuits,2025-07-01,1099.57,1099.57,Active,none
INV002996,CI-0249,Meridian Networks,WAN/Circuits,2025-08-01,1099.57,1557.24,Active,rate_overcharge
INV002997,CI-0249,Meridian Networks,WAN/Circuits,2025-09-01,1099.57,1099.57,Active,none
INV002998,CI-0249,Meridian Networks,WAN/Circuits,2025-10-01,1099.57,1099.57,Active,none
INV002999,CI-0249,Meridian Networks,WAN/Circuits,2025-11-01,1099.57,1099.57,Active,none
INV003000,CI-0249,Meridian Networks,WAN/Circuits,2025-12-01,1099.57,1099.57,Active,none
INV003001,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-01-01,1050.74,1050.74,Active,none
INV003002,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-02-01,1050.74,1050.74,Active,none
INV003003,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-03-01,1050.74,1050.74,Active,none
INV003004,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-04-01,1050.74,1050.74,Active,ghost_circuit
INV003005,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-05-01,1050.74,1050.74,Active,none
INV003006,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-06-01,1050.74,1050.74,Active,none
INV003007,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-07-01,1050.74,1050.74,Active,none
INV003008,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-08-01,1050.74,1050.74,Active,none
INV003009,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-09-01,1050.74,1050.74,Active,none
INV003010,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-10-01,1050.74,1050.74,Active,none
INV003011,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-11-01,1050.74,1050.74,Active,none
INV003012,CI-0250,NorthStar Telecom,Wireless/Mobile,2025-12-01,1050.74,1050.74,Active,none
INV003013,CI-0251,Cascade Mobile,Voice/UCaaS,2025-01-01,711.5,711.5,Active,none
INV003014,CI-0251,Cascade Mobile,Voice/UCaaS,2025-02-01,711.5,711.5,Active,none
INV003015,CI-0251,Cascade Mobile,Voice/UCaaS,2025-03-01,711.5,711.5,Active,none
INV003016,CI-0251,Cascade Mobile,Voice/UCaaS,2025-04-01,711.5,711.5,Active,none
INV003017,CI-0251,Cascade Mobile,Voice/UCaaS,2025-05-01,711.5,711.5,Active,none
INV003018,CI-0251,Cascade Mobile,Voice/UCaaS,2025-06-01,711.5,711.5,Active,none
INV003019,CI-0251,Cascade Mobile,Voice/UCaaS,2025-07-01,711.5,711.5,Active,none
INV003020,CI-0251,Cascade Mobile,Voice/UCaaS,2025-08-01,711.5,711.5,Active,none
INV003021,CI-0251,Cascade Mobile,Voice/UCaaS,2025-09-01,711.5,711.5,Active,none
INV003022,CI-0251,Cascade Mobile,Voice/UCaaS,2025-10-01,711.5,711.5,Active,none
INV003023,CI-0251,Cascade Mobile,Voice/UCaaS,2025-11-01,711.5,1067.08,Active,rate_overcharge
INV003024,CI-0251,Cascade Mobile,Voice/UCaaS,2025-12-01,711.5,711.5,Active,none
INV003032,CI-0252,BlueRidge Comms,Wireless/Mobile,2025-08-01,803.35,803.35,Decommissioned,ghost_circuit
INV003037,CI-0253,Atlas Fiber,Wireless/Mobile,2025-01-01,717.35,717.35,Active,none
INV003038,CI-0253,Atlas Fiber,Wireless/Mobile,2025-02-01,717.35,717.35,Active,none
INV003039,CI-0253,Atlas Fiber,Wireless/Mobile,2025-03-01,717.35,717.35,Active,ghost_circuit
INV003040,CI-0253,Atlas Fiber,Wireless/Mobile,2025-04-01,717.35,717.35,Active,none
INV003041,CI-0253,Atlas Fiber,Wireless/Mobile,2025-05-01,717.35,717.35,Active,none
INV003042,CI-0253,Atlas Fiber,Wireless/Mobile,2025-06-01,717.35,717.35,Active,none
INV003043,CI-0253,Atlas Fiber,Wireless/Mobile,2025-07-01,717.35,717.35,Active,none
INV003044,CI-0253,Atlas Fiber,Wireless/Mobile,2025-08-01,717.35,717.35,Active,none
INV003045,CI-0253,Atlas Fiber,Wireless/Mobile,2025-09-01,717.35,717.35,Active,none
INV003046,CI-0253,Atlas Fiber,Wireless/Mobile,2025-10-01,717.35,717.35,Active,none
INV003047,CI-0253,Atlas Fiber,Wireless/Mobile,2025-11-01,717.35,717.35,Active,none
INV003048,CI-0253,Atlas Fiber,Wireless/Mobile,2025-12-01,717.35,717.35,Active,none
INV003049,CI-0254,Cascade Mobile,Cloud Connectivity,2025-01-01,808.62,808.62,Active,none
INV003050,CI-0254,Cascade Mobile,Cloud Connectivity,2025-02-01,808.62,808.62,Active,none
INV003051,CI-0254,Cascade Mobile,Cloud Connectivity,2025-03-01,808.62,808.62,Active,none
INV003052,CI-0254,Cascade Mobile,Cloud Connectivity,2025-04-01,808.62,808.62,Active,none
INV003053,CI-0254,Cascade Mobile,Cloud Connectivity,2025-05-01,808.62,808.62,Active,none
INV003054,CI-0254,Cascade Mobile,Cloud Connectivity,2025-06-01,808.62,808.62,Active,none
INV003055,CI-0254,Cascade Mobile,Cloud Connectivity,2025-07-01,808.62,808.62,Active,none
INV003056,CI-0254,Cascade Mobile,Cloud Connectivity,2025-08-01,808.62,808.62,Active,none
INV003057,CI-0254,Cascade Mobile,Cloud Connectivity,2025-09-01,808.62,808.62,Active,none
INV003058,CI-0254,Cascade Mobile,Cloud Connectivity,2025-10-01,808.62,808.62,Active,none
INV003059,CI-0254,Cascade Mobile,Cloud Connectivity,2025-11-01,808.62,808.62,Active,none
INV003060,CI-0254,Cascade Mobile,Cloud Connectivity,2025-12-01,808.62,808.62,Active,none
INV003061,CI-0255,Cascade Mobile,WAN/Circuits,2025-01-01,1055.08,1055.08,Active,none
INV003062,CI-0255,Cascade Mobile,WAN/Circuits,2025-02-01,1055.08,1055.08,Active,none
INV003063,CI-0255,Cascade Mobile,WAN/Circuits,2025-03-01,1055.08,1055.08,Active,none
INV003064,CI-0255,Cascade Mobile,WAN/Circuits,2025-04-01,1055.08,1055.08,Active,none
INV003065,CI-0255,Cascade Mobile,WAN/Circuits,2025-05-01,1055.08,1055.08,Active,none
INV003066,CI-0255,Cascade Mobile,WAN/Circuits,2025-06-01,1055.08,1055.08,Active,none
INV003067,CI-0255,Cascade Mobile,WAN/Circuits,2025-07-01,1055.08,1055.08,Active,none
INV003068,CI-0255,Cascade Mobile,WAN/Circuits,2025-08-01,1055.08,1055.08,Active,none
INV003069,CI-0255,Cascade Mobile,WAN/Circuits,2025-09-01,1055.08,1055.08,Active,none
INV003070,CI-0255,Cascade Mobile,WAN/Circuits,2025-10-01,1055.08,1055.08,Active,none
INV003071,CI-0255,Cascade Mobile,WAN/Circuits,2025-11-01,1055.08,1055.08,Active,none
INV003072,CI-0255,Cascade Mobile,WAN/Circuits,2025-12-01,1055.08,1055.08,Active,none
INV003080,CI-0256,BlueRidge Comms,Data Center Net,2025-08-01,1203.51,1203.51,Decommissioned,ghost_circuit
INV003097,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-01-01,971.51,971.51,Active,none
INV003098,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-02-01,971.51,971.51,Active,none
INV003099,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-03-01,971.51,971.51,Active,none
INV003100,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-04-01,971.51,1943.02,Active,duplicate
INV003101,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-05-01,971.51,971.51,Active,none
INV003102,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-06-01,971.51,971.51,Active,none
INV003103,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-07-01,971.51,971.51,Active,none
INV003104,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-08-01,971.51,971.51,Active,none
INV003105,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-09-01,971.51,971.51,Active,ghost_circuit
INV003106,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-10-01,971.51,971.51,Active,none
INV003107,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-11-01,971.51,971.51,Active,none
INV003108,CI-0258,NorthStar Telecom,Wireless/Mobile,2025-12-01,971.51,971.51,Active,none
INV003121,CI-0260,NorthStar Telecom,Data Center Net,2025-01-01,1230.34,1230.34,Active,none
INV003122,CI-0260,NorthStar Telecom,Data Center Net,2025-02-01,1230.34,1230.34,Active,none
INV003123,CI-0260,NorthStar Telecom,Data Center Net,2025-03-01,1230.34,1462.95,Active,rate_overcharge
INV003124,CI-0260,NorthStar Telecom,Data Center Net,2025-04-01,1230.34,1230.34,Active,none
INV003125,CI-0260,NorthStar Telecom,Data Center Net,2025-05-01,1230.34,1230.34,Active,none
INV003126,CI-0260,NorthStar Telecom,Data Center Net,2025-06-01,1230.34,1230.34,Active,none
INV003127,CI-0260,NorthStar Telecom,Data Center Net,2025-07-01,1230.34,1230.34,Active,none
INV003128,CI-0260,NorthStar Telecom,Data Center Net,2025-08-01,1230.34,1230.34,Active,none
INV003129,CI-0260,NorthStar Telecom,Data Center Net,2025-09-01,1230.34,1230.34,Active,none
INV003130,CI-0260,NorthStar Telecom,Data Center Net,2025-10-01,1230.34,1230.34,Active,none
INV003131,CI-0260,NorthStar Telecom,Data Center Net,2025-11-01,1230.34,1230.34,Active,none
INV003132,CI-0260,NorthStar Telecom,Data Center Net,2025-12-01,1230.34,1230.34,Active,none
INV003133,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-01-01,1014.34,1014.34,Active,none
INV003134,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-02-01,1014.34,1014.34,Active,none
INV003135,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-03-01,1014.34,1014.34,Active,none
INV003136,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-04-01,1014.34,1014.34,Active,none
INV003137,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-05-01,1014.34,1014.34,Active,none
INV003138,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-06-01,1014.34,1014.34,Active,none
INV003139,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-07-01,1014.34,1014.34,Active,none
INV003140,CI-0261,NorthStar Telecom,Wireless/Mobile,2025-08-01,1014.34,1014.34,Active,none
