incident_id,ci_id,service_area,site,vendor,priority,opened,mttr_hours,cost_to_resolve
INC002640,CI-0237,Voice/UCaaS,SITE-18,Cascade Mobile,P2,2025-03-01,9.0,1141.61
INC002641,CI-0237,Voice/UCaaS,SITE-18,Cascade Mobile,P2,2025-10-01,9.0,1183.83
INC002642,CI-0237,Voice/UCaaS,SITE-18,Cascade Mobile,P3,2025-10-01,33.3,3507.62
INC002643,CI-0237,Voice/UCaaS,SITE-18,Cascade Mobile,P3,2025-11-01,24.4,2396.24
INC002644,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P4,2025-01-01,73.9,8580.92
INC002645,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P4,2025-04-01,43.6,5184.79
INC002646,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P2,2025-04-01,9.3,1104.57
INC002647,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P3,2025-04-01,37.5,3728.99
INC002648,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P2,2025-05-01,9.2,1158.88
INC002649,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P3,2025-06-01,25.0,2976.16
INC002650,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P3,2025-07-01,15.0,1424.56
INC002651,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P2,2025-08-01,16.4,1920.36
INC002652,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P3,2025-11-01,19.2,2335.98
INC002653,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P3,2025-11-01,20.2,2134.74
INC002654,CI-0238,Wireless/Mobile,SITE-16,BlueRidge Comms,P3,2025-12-01,24.4,3040.24
INC002655,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P3,2025-01-01,20.7,2649.08
INC002656,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P3,2025-01-01,21.6,2451.21
INC002657,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P3,2025-03-01,13.8,1339.72
INC002658,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P3,2025-05-01,22.2,2975.42
INC002659,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P3,2025-06-01,33.0,4120.12
INC002660,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P4,2025-10-01,31.2,3528.29
INC002661,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P2,2025-11-01,19.0,2635.87
INC002662,CI-0239,Cloud Connectivity,SITE-18,Cascade Mobile,P4,2025-11-01,56.4,7374.5
INC002663,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P4,2025-04-01,53.1,5845.41
INC002664,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-04-01,25.5,3068.66
INC002665,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-05-01,26.7,3604.7
INC002666,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P1,2025-07-01,6.1,593.28
INC002667,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-10-01,25.1,2668.11
INC002668,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P4,2025-11-01,67.3,6175.02
INC002669,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-11-01,20.6,2584.25
INC002670,CI-0240,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-11-01,19.0,1860.65
INC002671,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P3,2025-01-01,28.4,3969.77
INC002672,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P3,2025-06-01,14.4,1715.94
INC002673,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P1,2025-06-01,6.3,586.11
INC002674,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P4,2025-07-01,67.9,6425.19
INC002675,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P4,2025-07-01,56.8,6497.37
INC002676,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P1,2025-08-01,5.9,744.92
INC002677,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P3,2025-09-01,15.5,2110.4
INC002678,CI-0241,Cloud Connectivity,SITE-01,Atlas Fiber,P1,2025-11-01,4.5,502.21
INC002679,CI-0242,WAN/Circuits,SITE-10,BlueRidge Comms,P2,2025-01-01,14.3,1516.55
INC002680,CI-0242,WAN/Circuits,SITE-10,BlueRidge Comms,P4,2025-02-01,54.4,5726.25
INC002681,CI-0242,WAN/Circuits,SITE-10,BlueRidge Comms,P4,2025-08-01,65.8,5604.23
INC002682,CI-0242,WAN/Circuits,SITE-10,BlueRidge Comms,P4,2025-08-01,74.7,8933.65
INC002683,CI-0242,WAN/Circuits,SITE-10,BlueRidge Comms,P3,2025-09-01,31.3,3628.21
INC002684,CI-0242,WAN/Circuits,SITE-10,BlueRidge Comms,P4,2025-11-01,31.0,3392.1
INC002685,CI-0243,Cloud Connectivity,SITE-04,NorthStar Telecom,P4,2025-01-01,56.6,6062.82
INC002686,CI-0243,Cloud Connectivity,SITE-04,NorthStar Telecom,P2,2025-02-01,7.2,837.34
INC002687,CI-0243,Cloud Connectivity,SITE-04,NorthStar Telecom,P4,2025-03-01,26.0,2713.87
INC002688,CI-0243,Cloud Connectivity,SITE-04,NorthStar Telecom,P4,2025-04-01,57.4,6339.63
INC002689,CI-0243,Cloud Connectivity,SITE-04,NorthStar Telecom,P3,2025-07-01,18.6,1694.42
INC002690,CI-0243,Cloud Connectivity,SITE-04,NorthStar Telecom,P4,2025-08-01,48.0,6239.46
INC002691,CI-0244,Cloud Connectivity,SITE-18,Atlas Fiber,P3,2025-01-01,26.1,3087.51
INC002692,CI-0244,Cloud Connectivity,SITE-18,Atlas Fiber,P2,2025-01-01,10.6,951.68
INC002693,CI-0244,Cloud Connectivity,SITE-18,Atlas Fiber,P4,2025-02-01,72.6,7408.59
INC002694,CI-0244,Cloud Connectivity,SITE-18,Atlas Fiber,P2,2025-05-01,6.9,855.27
INC002695,CI-0244,Cloud Connectivity,SITE-18,Atlas Fiber,P4,2025-06-01,42.2,3749.35
INC002696,CI-0244,Cloud Connectivity,SITE-18,Atlas Fiber,P3,2025-08-01,19.4,2093.08
INC002697,CI-0245,WAN/Circuits,SITE-05,Cascade Mobile,P3,2025-04-01,14.3,1488.09
INC002698,CI-0245,WAN/Circuits,SITE-05,Cascade Mobile,P2,2025-07-01,10.8,1096.09
INC002699,CI-0245,WAN/Circuits,SITE-05,Cascade Mobile,P2,2025-08-01,12.6,1411.7
INC002700,CI-0245,WAN/Circuits,SITE-05,Cascade Mobile,P3,2025-08-01,12.5,1154.15
INC002701,CI-0245,WAN/Circuits,SITE-05,Cascade Mobile,P2,2025-11-01,16.2,1576.59
INC002702,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P4,2025-01-01,73.3,6652.53
INC002703,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P4,2025-04-01,39.2,4586.65
INC002704,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P1,2025-06-01,4.6,505.12
INC002705,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P4,2025-08-01,34.2,4525.27
INC002706,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P3,2025-09-01,30.5,2606.11
INC002707,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P3,2025-09-01,27.0,3589.39
INC002708,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P4,2025-10-01,64.8,5909.79
INC002709,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P3,2025-10-01,24.8,3186.87
INC002710,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P4,2025-11-01,53.3,6849.63
INC002711,CI-0246,Data Center Net,SITE-05,NorthStar Telecom,P3,2025-12-01,37.3,4852.09
INC002712,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P3,2025-01-01,34.8,4747.62
INC002713,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P2,2025-02-01,15.9,1656.84
INC002714,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P4,2025-02-01,24.6,3354.41
INC002715,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P4,2025-05-01,61.1,7048.22
INC002716,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P4,2025-07-01,38.2,5273.48
INC002717,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P2,2025-07-01,7.2,685.51
INC002718,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P4,2025-07-01,58.4,7299.16
INC002719,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P2,2025-09-01,16.1,1840.9
INC002720,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P4,2025-10-01,25.9,2898.71
INC002721,CI-0247,Voice/UCaaS,SITE-05,NorthStar Telecom,P2,2025-12-01,10.2,1139.01
INC002722,CI-0248,Data Center Net,SITE-13,NorthStar Telecom,P3,2025-02-01,26.7,2825.11
INC002723,CI-0248,Data Center Net,SITE-13,NorthStar Telecom,P4,2025-03-01,51.6,5430.28
INC002724,CI-0248,Data Center Net,SITE-13,NorthStar Telecom,P2,2025-06-01,14.8,1723.82
INC002725,CI-0248,Data Center Net,SITE-13,NorthStar Telecom,P4,2025-07-01,62.3,7953.56
INC002726,CI-0248,Data Center Net,SITE-13,NorthStar Telecom,P2,2025-11-01,9.7,1281.91
INC002727,CI-0249,WAN/Circuits,SITE-12,Meridian Networks,P3,2025-02-01,12.1,1129.57
INC002728,CI-0249,WAN/Circuits,SITE-12,Meridian Networks,P3,2025-02-01,22.9,2405.13
INC002729,CI-0249,WAN/Circuits,SITE-12,Meridian Networks,P4,2025-05-01,68.5,7085.88
INC002730,CI-0249,WAN/Circuits,SITE-12,Meridian Networks,P2,2025-07-01,19.0,2303.15
INC002731,CI-0249,WAN/Circuits,SITE-12,Meridian Networks,P3,2025-07-01,19.2,2502.96
INC002732,CI-0249,WAN/Circuits,SITE-12,Meridian Networks,P4,2025-08-01,43.6,4739.65
INC002733,CI-0249,WAN/Circuits,SITE-12,Meridian Networks,P4,2025-09-01,53.7,5514.43
INC002734,CI-0250,Wireless/Mobile,SITE-19,NorthStar Telecom,P3,2025-01-01,17.1,1917.35
INC002735,CI-0250,Wireless/Mobile,SITE-19,NorthStar Telecom,P4,2025-03-01,51.8,6625.86
INC002736,CI-0250,Wireless/Mobile,SITE-19,NorthStar Telecom,P3,2025-04-01,30.7,3516.07
INC002737,CI-0250,Wireless/Mobile,SITE-19,NorthStar Telecom,P3,2025-04-01,29.9,2728.66
INC002738,CI-0250,Wireless/Mobile,SITE-19,NorthStar Telecom,P2,2025-04-01,14.4,1721.61
INC002739,CI-0250,Wireless/Mobile,SITE-19,NorthStar Telecom,P2,2025-05-01,11.2,1176.65
INC002740,CI-0250,Wireless/Mobile,SITE-19,NorthStar Telecom,P4,2025-05-01,59.5,7905.71
INC002741,CI-0251,Voice/UCaaS,SITE-09,Cascade Mobile,P2,2025-02-01,15.4,1376.67
INC002742,CI-0251,Voice/UCaaS,SITE-09,Cascade Mobile,P4,2025-04-01,44.4,4289.97
INC002743,CI-0251,Voice/UCaaS,SITE-09,Cascade Mobile,P4,2025-11-01,59.3,7951.97
INC002744,CI-0251,Voice/UCaaS,SITE-09,Cascade Mobile,P4,2025-12-01,67.6,8535.3
INC002745,CI-0252,Wireless/Mobile,SITE-06,BlueRidge Comms,P4,2025-01-01,45.1,4010.73
INC002746,CI-0252,Wireless/Mobile,SITE-06,BlueRidge Comms,P2,2025-03-01,10.9,1305.28
INC002747,CI-0252,Wireless/Mobile,SITE-06,BlueRidge Comms,P4,2025-05-01,58.9,5814.0
INC002748,CI-0252,Wireless/Mobile,SITE-06,BlueRidge Comms,P1,2025-06-01,6.5,860.41
INC002749,CI-0252,Wireless/Mobile,SITE-06,BlueRidge Comms,P4,2025-06-01,71.4,9875.05
INC002750,CI-0252,Wireless/Mobile,SITE-06,BlueRidge Comms,P1,2025-07-01,4.0,384.17
INC002751,CI-0252,Wireless/Mobile,SITE-06,BlueRidge Comms,P4,2025-10-01,72.9,6801.8
INC002752,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P3,2025-01-01,33.6,3355.75
INC002753,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P3,2025-01-01,25.0,2411.62
INC002754,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P4,2025-02-01,61.0,5930.75
INC002755,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P2,2025-03-01,9.8,1307.9
INC002756,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P3,2025-04-01,37.9,4611.54
INC002757,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P3,2025-10-01,31.4,3596.75
INC002758,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P3,2025-11-01,22.4,2339.38
INC002759,CI-0253,Wireless/Mobile,SITE-01,Atlas Fiber,P3,2025-12-01,26.2,3236.88
INC002760,CI-0254,Cloud Connectivity,SITE-01,Cascade Mobile,P4,2025-01-01,63.0,5982.97
INC002761,CI-0254,Cloud Connectivity,SITE-01,Cascade Mobile,P3,2025-02-01,38.2,3862.16
INC002762,CI-0254,Cloud Connectivity,SITE-01,Cascade Mobile,P4,2025-05-01,26.6,2524.95
INC002763,CI-0254,Cloud Connectivity,SITE-01,Cascade Mobile,P4,2025-07-01,59.0,7972.71
INC002764,CI-0254,Cloud Connectivity,SITE-01,Cascade Mobile,P4,2025-12-01,24.2,2416.15
INC002765,CI-0255,WAN/Circuits,SITE-08,Cascade Mobile,P2,2025-01-01,19.0,1814.78
INC002766,CI-0255,WAN/Circuits,SITE-08,Cascade Mobile,P2,2025-02-01,12.4,1607.96
INC002767,CI-0255,WAN/Circuits,SITE-08,Cascade Mobile,P3,2025-06-01,12.4,1121.19
INC002768,CI-0255,WAN/Circuits,SITE-08,Cascade Mobile,P3,2025-11-01,23.3,2276.85
INC002769,CI-0256,Data Center Net,SITE-19,BlueRidge Comms,P2,2025-11-01,16.9,1682.15
INC002770,CI-0257,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-01-01,12.2,1212.97
INC002771,CI-0257,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-03-01,36.6,5093.47
INC002772,CI-0257,WAN/Circuits,SITE-11,NorthStar Telecom,P4,2025-05-01,72.6,9076.96
INC002773,CI-0257,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-06-01,27.8,3428.86
INC002774,CI-0257,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-07-01,37.5,3870.12
INC002775,CI-0257,WAN/Circuits,SITE-11,NorthStar Telecom,P3,2025-08-01,22.9,2627.49
INC002776,CI-0257,WAN/Circuits,SITE-11,NorthStar Telecom,P4,2025-09-01,64.9,6759.75
INC002777,CI-0258,Wireless/Mobile,SITE-18,NorthStar Telecom,P3,2025-03-01,28.4,3784.03
INC002778,CI-0258,Wireless/Mobile,SITE-18,NorthStar Telecom,P3,2025-03-01,30.3,4078.97
INC002779,CI-0258,Wireless/Mobile,SITE-18,NorthStar Telecom,P4,2025-04-01,50.6,5019.07
INC002780,CI-0258,Wireless/Mobile,SITE-18,NorthStar Telecom,P4,2025-10-01,50.4,5560.88
INC002781,CI-0258,Wireless/Mobile,SITE-18,NorthStar Telecom,P3,2025-10-01,18.7,2221.5
INC002782,CI-0258,Wireless/Mobile,SITE-18,NorthStar Telecom,P3,2025-10-01,37.7,3564.03
INC002783,CI-0259,Cloud Connectivity,SITE-03,Cascade Mobile,P3,2025-02-01,24.0,2312.0
INC002784,CI-0259,Cloud Connectivity,SITE-03,Cascade Mobile,P3,2025-02-01,19.6,2348.49
INC002785,CI-0259,Cloud Connectivity,SITE-03,Cascade Mobile,P3,2025-03-01,30.7,3234.67
INC002786,CI-0259,Cloud Connectivity,SITE-03,Cascade Mobile,P4,2025-10-01,35.5,3896.27
INC002787,CI-0259,Cloud Connectivity,SITE-03,Cascade Mobile,P4,2025-11-01,41.1,4349.73
INC002788,CI-0259,Cloud Connectivity,SITE-03,Cascade Mobile,P4,2025-12-01,66.0,5645.22
INC002789,CI-0260,Data Center Net,SITE-02,NorthStar Telecom,P3,2025-01-01,20.4,2747.46
INC002790,CI-0260,Data Center Net,SITE-02,NorthStar Telecom,P3,2025-02-01,30.8,4166.55
INC002791,CI-0260,Data Center Net,SITE-02,NorthStar Telecom,P3,2025-04-01,30.1,2642.94
INC002792,CI-0260,Data Center Net,SITE-02,NorthStar Telecom,P2,2025-06-01,7.2,698.66
INC002793,CI-0260,Data Center Net,SITE-02,NorthStar Telecom,P2,2025-09-01,8.5,1148.44
INC002794,CI-0260,Data Center Net,SITE-02,NorthStar Telecom,P3,2025-09-01,33.4,3493.02
INC002795,CI-0260,Data Center Net,SITE-02,NorthStar Telecom,P2,2025-10-01,16.9,1745.38
INC002796,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P3,2025-01-01,37.8,3750.77
INC002797,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P3,2025-02-01,22.9,2993.17
INC002798,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P4,2025-02-01,55.1,6810.56
INC002799,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P3,2025-02-01,17.8,1558.86
INC002800,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P3,2025-03-01,26.8,2787.64
INC002801,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P4,2025-07-01,28.4,3689.51
INC002802,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P4,2025-08-01,76.2,8071.15
INC002803,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P2,2025-09-01,8.0,691.42
INC002804,CI-0261,Wireless/Mobile,SITE-17,NorthStar Telecom,P3,2025-10-01,35.0,4599.14
INC002805,CI-0262,Wireless/Mobile,SITE-03,Meridian Networks,P2,2025-04-01,9.0,1193.69
INC002806,CI-0262,Wireless/Mobile,SITE-03,Meridian Networks,P3,2025-05-01,15.4,2068.2
INC002807,CI-0262,Wireless/Mobile,SITE-03,Meridian Networks,P2,2025-05-01,14.8,1442.55
INC002808,CI-0262,Wireless/Mobile,SITE-03,Meridian Networks,P4,2025-06-01,46.6,5521.0
INC002809,CI-0262,Wireless/Mobile,SITE-03,Meridian Networks,P3,2025-07-01,25.4,3114.21
INC002810,CI-0262,Wireless/Mobile,SITE-03,Meridian Networks,P4,2025-09-01,44.5,5841.92
INC002811,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-01-01,14.8,1904.58
INC002812,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-02-01,15.0,1729.62
INC002813,CI-0263,Contact Center,SITE-02,Atlas Fiber,P1,2025-02-01,9.6,1030.86
INC002814,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-03-01,64.0,7708.25
INC002815,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-03-01,33.3,4535.36
INC002816,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-04-01,26.0,2815.34
INC002817,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-04-01,21.0,2149.45
INC002818,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-04-01,72.4,8292.78
INC002819,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-04-01,29.3,2861.7
INC002820,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-05-01,17.3,1896.46
INC002821,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-06-01,22.1,1993.95
INC002822,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-06-01,17.6,2061.29
INC002823,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-06-01,44.8,6147.64
INC002824,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-06-01,66.5,6060.11
INC002825,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-06-01,25.8,3393.53
INC002826,CI-0263,Contact Center,SITE-02,Atlas Fiber,P1,2025-06-01,4.1,416.77
INC002827,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-06-01,71.5,8697.22
INC002828,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-06-01,39.3,5448.78
INC002829,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-06-01,36.1,4615.83
INC002830,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-07-01,28.1,2722.25
INC002831,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-07-01,37.8,4685.17
INC002832,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-07-01,34.1,3856.58
INC002833,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-07-01,16.8,2172.22
INC002834,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-07-01,27.3,3591.55
INC002835,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-07-01,19.2,1916.84
INC002836,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-07-01,19.7,2040.05
INC002837,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-08-01,27.5,2895.15
INC002838,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-08-01,51.0,6671.11
INC002839,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-08-01,21.8,2736.65
INC002840,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-09-01,30.8,2734.35
INC002841,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-09-01,36.4,3807.48
INC002842,CI-0263,Contact Center,SITE-02,Atlas Fiber,P2,2025-09-01,7.3,868.89
INC002843,CI-0263,Contact Center,SITE-02,Atlas Fiber,P2,2025-10-01,9.1,985.79
INC002844,CI-0263,Contact Center,SITE-02,Atlas Fiber,P2,2025-10-01,11.4,1482.09
INC002845,CI-0263,Contact Center,SITE-02,Atlas Fiber,P2,2025-10-01,18.1,2445.5
INC002846,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-11-01,33.9,3974.02
INC002847,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-11-01,29.5,4094.94
INC002848,CI-0263,Contact Center,SITE-02,Atlas Fiber,P2,2025-11-01,10.4,969.53
INC002849,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-11-01,52.8,4866.74
INC002850,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-11-01,25.2,2225.2
INC002851,CI-0263,Contact Center,SITE-02,Atlas Fiber,P4,2025-12-01,32.4,2755.26
INC002852,CI-0263,Contact Center,SITE-02,Atlas Fiber,P3,2025-12-01,15.7,1828.76
INC002853,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-01-01,41.6,4481.47
INC002854,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P2,2025-02-01,17.6,1676.84
INC002855,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-02-01,54.5,7104.18
INC002856,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-04-01,33.4,3486.32
INC002857,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-04-01,13.8,1327.37
INC002858,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-05-01,19.2,1989.77
INC002859,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P2,2025-05-01,13.7,1290.69
INC002860,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-05-01,26.2,2315.74
INC002861,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-05-01,23.6,2903.09
INC002862,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-06-01,62.6,5553.56
INC002863,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P2,2025-06-01,12.3,1275.75
INC002864,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-06-01,17.8,2450.24
INC002865,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-07-01,25.2,2892.02
INC002866,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P2,2025-07-01,12.3,1599.43
INC002867,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-07-01,31.9,3084.71
INC002868,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-08-01,26.9,2332.87
INC002869,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-08-01,24.7,2218.53
INC002870,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P2,2025-10-01,10.5,1061.32
INC002871,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-10-01,64.6,8633.81
INC002872,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-11-01,13.0,1618.24
INC002873,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-11-01,24.2,3359.97
INC002874,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P2,2025-11-01,7.6,729.17
INC002875,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-11-01,26.2,3633.48
INC002876,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-12-01,50.7,4747.32
INC002877,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P4,2025-12-01,36.3,3464.38
INC002878,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-12-01,27.3,2756.44
INC002879,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P1,2025-12-01,5.6,544.03
INC002880,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P3,2025-12-01,24.1,2154.89
INC002881,CI-0264,Contact Center,SITE-09,BlueRidge Comms,P2,2025-12-01,9.7,1084.85
INC002882,CI-0265,Cloud Connectivity,SITE-19,Cascade Mobile,P2,2025-01-01,6.0,711.74
INC002883,CI-0265,Cloud Connectivity,SITE-19,Cascade Mobile,P1,2025-03-01,5.8,796.47
INC002884,CI-0265,Cloud Connectivity,SITE-19,Cascade Mobile,P2,2025-08-01,13.8,1872.12
INC002885,CI-0265,Cloud Connectivity,SITE-19,Cascade Mobile,P3,2025-10-01,22.9,2490.01
INC002886,CI-0265,Cloud Connectivity,SITE-19,Cascade Mobile,P4,2025-11-01,37.6,4608.64
INC002887,CI-0265,Cloud Connectivity,SITE-19,Cascade Mobile,P3,2025-11-01,34.4,3682.16
INC002888,CI-0265,Cloud Connectivity,SITE-19,Cascade Mobile,P3,2025-12-01,36.2,3576.74
INC002889,CI-0266,Voice/UCaaS,SITE-14,BlueRidge Comms,P4,2025-02-01,41.9,4535.69
INC002890,CI-0266,Voice/UCaaS,SITE-14,BlueRidge Comms,P2,2025-03-01,10.5,1320.91
INC002891,CI-0266,Voice/UCaaS,SITE-14,BlueRidge Comms,P4,2025-03-01,57.5,6768.84
INC002892,CI-0266,Voice/UCaaS,SITE-14,BlueRidge Comms,P2,2025-09-01,17.8,1713.74
INC002893,CI-0266,Voice/UCaaS,SITE-14,BlueRidge Comms,P4,2025-10-01,65.9,7264.41
INC002894,CI-0266,Voice/UCaaS,SITE-14,BlueRidge Comms,P3,2025-10-01,34.6,3745.52
INC002895,CI-0266,Voice/UCaaS,SITE-14,BlueRidge Comms,P3,2025-11-01,15.7,1907.53
INC002896,CI-0267,Voice/UCaaS,SITE-02,NorthStar Telecom,P2,2025-03-01,15.3,1780.91
INC002897,CI-0267,Voice/UCaaS,SITE-02,NorthStar Telecom,P3,2025-03-01,29.2,3875.57
