ci_id,service_area,period,uptime_pct,latency_ms,packet_loss_pct,mtbf_hours
CI-0243,Cloud Connectivity,2025-03-01,99.782,16.1,0.142,1733
CI-0243,Cloud Connectivity,2025-04-01,99.549,28.4,0.101,894
CI-0243,Cloud Connectivity,2025-05-01,99.296,43.5,0.113,1407
CI-0243,Cloud Connectivity,2025-06-01,98.9,22.0,0.379,1623
CI-0243,Cloud Connectivity,2025-07-01,99.211,30.0,0.196,1260
CI-0243,Cloud Connectivity,2025-08-01,98.999,33.7,0.286,1618
CI-0243,Cloud Connectivity,2025-09-01,99.863,22.6,0.209,1446
CI-0243,Cloud Connectivity,2025-10-01,99.574,33.3,0.101,896
CI-0243,Cloud Connectivity,2025-11-01,99.949,37.6,0.0,1594
CI-0243,Cloud Connectivity,2025-12-01,99.466,31.6,0.085,1607
CI-0244,Cloud Connectivity,2025-01-01,99.36,26.2,0.37,1464
CI-0244,Cloud Connectivity,2025-02-01,99.556,40.5,0.1,1406
CI-0244,Cloud Connectivity,2025-03-01,99.692,22.7,0.233,1348
CI-0244,Cloud Connectivity,2025-04-01,99.857,39.4,0.262,1178
CI-0244,Cloud Connectivity,2025-05-01,99.569,25.6,0.194,1036
CI-0244,Cloud Connectivity,2025-06-01,99.138,44.5,0.255,1429
CI-0244,Cloud Connectivity,2025-07-01,99.327,26.3,0.23,1431
CI-0244,Cloud Connectivity,2025-08-01,100.0,33.5,0.209,1222
CI-0244,Cloud Connectivity,2025-09-01,99.492,36.4,0.144,1402
CI-0244,Cloud Connectivity,2025-10-01,99.698,47.1,0.222,1728
CI-0244,Cloud Connectivity,2025-11-01,99.786,43.7,0.109,1458
CI-0244,Cloud Connectivity,2025-12-01,99.539,39.4,0.319,1525
CI-0245,WAN/Circuits,2025-01-01,99.863,30.5,0.333,1703
CI-0245,WAN/Circuits,2025-02-01,99.803,36.1,0.307,1321
CI-0245,WAN/Circuits,2025-03-01,99.66,37.4,0.001,1594
CI-0245,WAN/Circuits,2025-04-01,99.225,31.6,0.206,1353
CI-0245,WAN/Circuits,2025-05-01,99.625,35.5,0.077,1613
CI-0245,WAN/Circuits,2025-06-01,99.371,53.3,0.184,1265
CI-0245,WAN/Circuits,2025-07-01,99.305,44.2,0.139,1227
CI-0245,WAN/Circuits,2025-08-01,99.856,31.7,0.298,1687
CI-0245,WAN/Circuits,2025-09-01,99.682,54.2,0.0,1336
CI-0245,WAN/Circuits,2025-10-01,99.523,53.1,0.47,1757
CI-0245,WAN/Circuits,2025-11-01,99.362,29.6,0.076,1343
CI-0245,WAN/Circuits,2025-12-01,100.0,33.0,0.183,1654
CI-0246,Data Center Net,2025-01-01,99.101,35.4,0.035,1441
CI-0246,Data Center Net,2025-02-01,99.424,29.9,0.234,1544
CI-0246,Data Center Net,2025-03-01,99.534,38.0,0.07,1636
CI-0246,Data Center Net,2025-04-01,99.538,31.1,0.081,1451
CI-0246,Data Center Net,2025-05-01,100.0,34.5,0.028,1683
CI-0246,Data Center Net,2025-06-01,99.458,37.3,0.109,1756
CI-0246,Data Center Net,2025-07-01,99.423,46.2,0.043,1441
CI-0246,Data Center Net,2025-08-01,100.0,36.3,0.541,1446
CI-0246,Data Center Net,2025-09-01,99.677,50.2,0.0,1172
CI-0246,Data Center Net,2025-10-01,99.361,41.5,0.0,1619
CI-0246,Data Center Net,2025-11-01,99.758,51.1,0.357,1572
CI-0246,Data Center Net,2025-12-01,100.0,39.3,0.131,1271
CI-0247,Voice/UCaaS,2025-01-01,99.429,34.7,0.226,1072
CI-0247,Voice/UCaaS,2025-02-01,99.534,35.2,0.282,1825
CI-0247,Voice/UCaaS,2025-03-01,99.656,27.7,0.0,1637
CI-0247,Voice/UCaaS,2025-04-01,99.339,41.9,0.41,1191
CI-0247,Voice/UCaaS,2025-05-01,99.766,45.3,0.353,1080
CI-0247,Voice/UCaaS,2025-06-01,99.344,24.8,0.279,1582
CI-0247,Voice/UCaaS,2025-07-01,98.791,32.6,0.32,1529
CI-0247,Voice/UCaaS,2025-08-01,99.644,32.1,0.041,1496
CI-0247,Voice/UCaaS,2025-09-01,99.616,39.9,0.304,1517
CI-0247,Voice/UCaaS,2025-10-01,99.928,32.0,0.0,1595
CI-0247,Voice/UCaaS,2025-11-01,99.638,39.0,0.01,1858
CI-0247,Voice/UCaaS,2025-12-01,99.813,32.7,0.06,1715
CI-0248,Data Center Net,2025-01-01,99.269,53.1,0.108,1844
CI-0248,Data Center Net,2025-02-01,99.545,47.6,0.09,1503
CI-0248,Data Center Net,2025-03-01,99.841,40.3,0.365,1402
CI-0248,Data Center Net,2025-04-01,99.625,45.0,0.094,1614
CI-0248,Data Center Net,2025-05-01,99.534,36.6,0.213,1342
CI-0248,Data Center Net,2025-06-01,99.522,36.2,0.185,1814
CI-0248,Data Center Net,2025-07-01,99.903,37.3,0.086,1335
CI-0248,Data Center Net,2025-08-01,100.0,26.9,0.217,1572
CI-0248,Data Center Net,2025-09-01,99.507,27.0,0.082,1390
CI-0248,Data Center Net,2025-10-01,99.387,45.6,0.199,1395
CI-0248,Data Center Net,2025-11-01,99.632,40.3,0.148,1680
CI-0248,Data Center Net,2025-12-01,99.219,44.4,0.199,1490
CI-0249,WAN/Circuits,2025-01-01,99.392,25.2,0.0,1347
CI-0249,WAN/Circuits,2025-02-01,99.776,27.3,0.0,1318
CI-0249,WAN/Circuits,2025-03-01,99.485,32.2,0.181,1706
CI-0249,WAN/Circuits,2025-04-01,99.975,51.0,0.0,1328
CI-0249,WAN/Circuits,2025-05-01,99.81,31.4,0.329,1541
CI-0249,WAN/Circuits,2025-06-01,100.0,43.3,0.359,1417
CI-0249,WAN/Circuits,2025-07-01,99.571,32.6,0.0,1794
CI-0249,WAN/Circuits,2025-08-01,99.824,32.2,0.396,1373
CI-0249,WAN/Circuits,2025-09-01,99.049,43.1,0.008,1460
CI-0249,WAN/Circuits,2025-10-01,99.662,38.1,0.327,1616
CI-0249,WAN/Circuits,2025-11-01,99.765,28.7,0.244,1198
CI-0249,WAN/Circuits,2025-12-01,100.0,23.8,0.148,1236
CI-0250,Wireless/Mobile,2025-01-01,99.381,35.1,0.121,1728
CI-0250,Wireless/Mobile,2025-02-01,99.668,31.3,0.18,1743
CI-0250,Wireless/Mobile,2025-03-01,99.873,25.9,0.098,1594
CI-0250,Wireless/Mobile,2025-04-01,99.706,26.6,0.312,1321
CI-0250,Wireless/Mobile,2025-05-01,99.991,39.2,0.03,1394
CI-0250,Wireless/Mobile,2025-06-01,99.436,36.3,0.169,1270
CI-0250,Wireless/Mobile,2025-07-01,99.182,39.4,0.243,1521
CI-0250,Wireless/Mobile,2025-08-01,99.681,30.0,0.228,2007
CI-0250,Wireless/Mobile,2025-09-01,99.952,32.7,0.121,927
CI-0250,Wireless/Mobile,2025-10-01,99.921,41.3,0.118,1213
CI-0250,Wireless/Mobile,2025-11-01,99.253,38.6,0.187,1638
CI-0250,Wireless/Mobile,2025-12-01,99.626,42.7,0.255,1665
CI-0251,Voice/UCaaS,2025-01-01,98.973,25.1,0.145,1715
CI-0251,Voice/UCaaS,2025-02-01,100.0,33.7,0.108,1109
CI-0251,Voice/UCaaS,2025-03-01,99.859,30.6,0.644,1352
CI-0251,Voice/UCaaS,2025-04-01,100.0,41.0,0.046,1546
CI-0251,Voice/UCaaS,2025-05-01,99.831,33.2,0.326,1663
CI-0251,Voice/UCaaS,2025-06-01,99.779,34.9,0.024,1484
CI-0251,Voice/UCaaS,2025-07-01,99.653,20.0,0.225,1480
CI-0251,Voice/UCaaS,2025-08-01,99.211,32.3,0.153,1886
CI-0251,Voice/UCaaS,2025-09-01,99.666,43.3,0.182,1125
CI-0251,Voice/UCaaS,2025-10-01,99.802,29.7,0.15,1289
CI-0251,Voice/UCaaS,2025-11-01,99.622,43.5,0.34,1817
CI-0251,Voice/UCaaS,2025-12-01,100.0,18.6,0.021,1138
CI-0252,Wireless/Mobile,2025-01-01,99.79,29.5,0.127,1456
CI-0252,Wireless/Mobile,2025-02-01,99.715,23.1,0.011,1500
CI-0252,Wireless/Mobile,2025-03-01,99.96,34.8,0.081,1070
CI-0252,Wireless/Mobile,2025-04-01,99.886,29.1,0.028,1156
CI-0252,Wireless/Mobile,2025-05-01,99.168,27.3,0.164,1258
CI-0252,Wireless/Mobile,2025-06-01,99.656,33.0,0.533,1159
CI-0252,Wireless/Mobile,2025-07-01,99.648,36.4,0.045,1519
CI-0252,Wireless/Mobile,2025-08-01,99.831,35.8,0.408,1064
CI-0252,Wireless/Mobile,2025-09-01,99.347,46.8,0.337,1608
CI-0252,Wireless/Mobile,2025-10-01,99.97,19.7,0.319,1712
CI-0252,Wireless/Mobile,2025-11-01,99.402,56.0,0.229,1061
CI-0252,Wireless/Mobile,2025-12-01,99.714,29.2,0.375,1609
CI-0253,Wireless/Mobile,2025-01-01,99.421,47.0,0.341,1334
CI-0253,Wireless/Mobile,2025-02-01,99.554,39.1,0.145,1433
CI-0253,Wireless/Mobile,2025-03-01,99.611,26.5,0.0,1547
CI-0253,Wireless/Mobile,2025-04-01,99.003,27.1,0.0,1170
CI-0253,Wireless/Mobile,2025-05-01,99.728,33.2,0.161,1236
CI-0253,Wireless/Mobile,2025-06-01,99.403,38.0,0.192,1664
CI-0253,Wireless/Mobile,2025-07-01,99.89,33.0,0.0,1348
CI-0253,Wireless/Mobile,2025-08-01,99.571,28.8,0.042,1513
CI-0253,Wireless/Mobile,2025-09-01,100.0,31.1,0.2,1237
CI-0253,Wireless/Mobile,2025-10-01,99.973,42.0,0.321,1771
CI-0253,Wireless/Mobile,2025-11-01,99.472,32.6,0.456,1626
CI-0253,Wireless/Mobile,2025-12-01,98.934,38.6,0.113,1679
CI-0254,Cloud Connectivity,2025-01-01,99.722,21.1,0.24,1542
CI-0254,Cloud Connectivity,2025-02-01,99.709,39.6,0.424,1582
CI-0254,Cloud Connectivity,2025-03-01,99.607,44.2,0.536,1683
CI-0254,Cloud Connectivity,2025-04-01,99.662,38.5,0.238,1503
CI-0254,Cloud Connectivity,2025-05-01,100.0,29.0,0.373,1474
CI-0254,Cloud Connectivity,2025-06-01,99.156,33.5,0.118,1615
CI-0254,Cloud Connectivity,2025-07-01,99.627,26.8,0.421,1718
CI-0254,Cloud Connectivity,2025-08-01,100.0,36.9,0.195,1640
CI-0254,Cloud Connectivity,2025-09-01,99.427,36.0,0.174,1207
CI-0254,Cloud Connectivity,2025-10-01,99.638,31.5,0.164,1572
CI-0254,Cloud Connectivity,2025-11-01,99.982,28.2,0.15,1346
CI-0254,Cloud Connectivity,2025-12-01,99.351,30.2,0.171,1617
CI-0255,WAN/Circuits,2025-01-01,99.696,26.5,0.394,1688
CI-0255,WAN/Circuits,2025-02-01,99.33,44.8,0.249,1468
CI-0255,WAN/Circuits,2025-03-01,99.707,34.8,0.282,1537
CI-0255,WAN/Circuits,2025-04-01,99.499,18.8,0.279,1425
CI-0255,WAN/Circuits,2025-05-01,99.833,38.9,0.148,1704
CI-0255,WAN/Circuits,2025-06-01,99.661,36.3,0.179,1836
CI-0255,WAN/Circuits,2025-07-01,99.386,32.4,0.014,1645
CI-0255,WAN/Circuits,2025-08-01,99.425,31.2,0.122,1512
CI-0255,WAN/Circuits,2025-09-01,99.225,17.1,0.269,1077
CI-0255,WAN/Circuits,2025-10-01,99.856,47.5,0.175,1759
CI-0255,WAN/Circuits,2025-11-01,99.593,47.8,0.132,1027
CI-0255,WAN/Circuits,2025-12-01,99.576,48.7,0.28,1396
CI-0256,Data Center Net,2025-01-01,99.699,42.8,0.187,2025
CI-0256,Data Center Net,2025-02-01,99.445,43.0,0.314,1360
CI-0256,Data Center Net,2025-03-01,99.473,43.1,0.222,1567
CI-0256,Data Center Net,2025-04-01,99.109,40.2,0.243,1487
CI-0256,Data Center Net,2025-05-01,99.708,31.7,0.111,1451
CI-0256,Data Center Net,2025-06-01,99.461,52.4,0.337,1306
CI-0256,Data Center Net,2025-07-01,100.0,31.5,0.204,1679
CI-0256,Data Center Net,2025-08-01,99.009,33.1,0.114,1541
CI-0256,Data Center Net,2025-09-01,99.711,34.4,0.181,1713
CI-0256,Data Center Net,2025-10-01,99.69,35.3,0.222,1867
CI-0256,Data Center Net,2025-11-01,99.652,30.9,0.0,1213
CI-0256,Data Center Net,2025-12-01,99.46,34.1,0.117,1570
CI-0257,WAN/Circuits,2025-01-01,99.429,27.7,0.292,1773
CI-0257,WAN/Circuits,2025-02-01,99.268,36.9,0.0,1205
CI-0257,WAN/Circuits,2025-03-01,99.423,44.1,0.083,1336
CI-0257,WAN/Circuits,2025-04-01,99.611,35.3,0.082,1897
CI-0257,WAN/Circuits,2025-05-01,99.52,35.9,0.14,1587
CI-0257,WAN/Circuits,2025-06-01,99.97,48.3,0.086,1720
CI-0257,WAN/Circuits,2025-07-01,99.765,42.8,0.186,1462
CI-0257,WAN/Circuits,2025-08-01,99.881,42.6,0.435,1539
CI-0257,WAN/Circuits,2025-09-01,99.568,15.3,0.0,1421
CI-0257,WAN/Circuits,2025-10-01,99.27,41.5,0.003,1399
CI-0257,WAN/Circuits,2025-11-01,99.461,44.6,0.109,1590
CI-0257,WAN/Circuits,2025-12-01,99.659,42.2,0.328,1493
CI-0258,Wireless/Mobile,2025-01-01,99.091,33.1,0.197,1557
CI-0258,Wireless/Mobile,2025-02-01,99.379,44.1,0.202,1315
CI-0258,Wireless/Mobile,2025-03-01,99.463,50.4,0.3,1709
CI-0258,Wireless/Mobile,2025-04-01,99.288,29.5,0.098,1536
CI-0258,Wireless/Mobile,2025-05-01,99.548,31.1,0.145,1341
CI-0258,Wireless/Mobile,2025-06-01,99.546,43.9,0.0,1569
CI-0258,Wireless/Mobile,2025-07-01,100.0,33.5,0.121,1684
CI-0258,Wireless/Mobile,2025-08-01,99.305,34.8,0.044,1125
CI-0258,Wireless/Mobile,2025-09-01,99.554,24.9,0.198,1723
CI-0258,Wireless/Mobile,2025-10-01,100.0,35.7,0.353,1579
CI-0258,Wireless/Mobile,2025-11-01,99.485,19.6,0.444,1290
CI-0258,Wireless/Mobile,2025-12-01,100.0,39.3,0.054,1562
CI-0259,Cloud Connectivity,2025-01-01,100.0,47.3,0.123,1357
CI-0259,Cloud Connectivity,2025-02-01,99.63,33.7,0.38,1647
CI-0259,Cloud Connectivity,2025-03-01,99.092,38.7,0.173,1507
CI-0259,Cloud Connectivity,2025-04-01,99.675,44.6,0.347,1350
CI-0259,Cloud Connectivity,2025-05-01,99.582,31.4,0.0,1478
CI-0259,Cloud Connectivity,2025-06-01,100.0,21.3,0.196,1488
CI-0259,Cloud Connectivity,2025-07-01,99.686,27.3,0.0,1224
CI-0259,Cloud Connectivity,2025-08-01,99.999,27.1,0.125,1920
CI-0259,Cloud Connectivity,2025-09-01,99.38,37.7,0.36,1703
CI-0259,Cloud Connectivity,2025-10-01,99.201,29.3,0.245,1885
CI-0259,Cloud Connectivity,2025-11-01,99.372,31.1,0.263,1623
CI-0259,Cloud Connectivity,2025-12-01,99.804,28.2,0.12,1543
CI-0260,Data Center Net,2025-01-01,99.979,33.1,0.197,1294
CI-0260,Data Center Net,2025-02-01,100.0,36.2,0.362,1505
CI-0260,Data Center Net,2025-03-01,99.626,23.0,0.0,1750
CI-0260,Data Center Net,2025-04-01,99.623,36.7,0.013,1319
CI-0260,Data Center Net,2025-05-01,99.919,48.9,0.107,1634
CI-0260,Data Center Net,2025-06-01,99.657,34.0,0.478,1409
CI-0260,Data Center Net,2025-07-01,99.972,38.1,0.197,1774
CI-0260,Data Center Net,2025-08-01,99.687,34.2,0.407,1749
CI-0260,Data Center Net,2025-09-01,99.961,3.9,0.266,1542
CI-0260,Data Center Net,2025-10-01,99.59,39.9,0.239,1635
CI-0260,Data Center Net,2025-11-01,99.52,47.0,0.317,1608
CI-0260,Data Center Net,2025-12-01,99.748,44.3,0.353,1477
CI-0261,Wireless/Mobile,2025-01-01,99.897,36.4,0.488,1719
CI-0261,Wireless/Mobile,2025-02-01,99.412,53.6,0.0,1627
CI-0261,Wireless/Mobile,2025-03-01,99.391,50.1,0.238,1341
CI-0261,Wireless/Mobile,2025-04-01,99.52,29.3,0.154,1434
CI-0261,Wireless/Mobile,2025-05-01,99.375,37.2,0.259,1300
CI-0261,Wireless/Mobile,2025-06-01,99.103,37.5,0.28,1646
CI-0261,Wireless/Mobile,2025-07-01,99.765,47.6,0.35,2035
CI-0261,Wireless/Mobile,2025-08-01,100.0,20.9,0.0,1498
CI-0261,Wireless/Mobile,2025-09-01,99.751,34.4,0.306,1445
CI-0261,Wireless/Mobile,2025-10-01,99.392,30.7,0.17,1668
CI-0261,Wireless/Mobile,2025-11-01,99.454,32.7,0.286,1460
CI-0261,Wireless/Mobile,2025-12-01,99.935,27.6,0.03,1560
CI-0262,Wireless/Mobile,2025-01-01,99.721,28.1,0.402,1884
CI-0262,Wireless/Mobile,2025-02-01,99.412,46.9,0.0,1715
CI-0262,Wireless/Mobile,2025-03-01,99.343,42.8,0.056,1486
CI-0262,Wireless/Mobile,2025-04-01,99.357,33.3,0.474,1478
CI-0262,Wireless/Mobile,2025-05-01,100.0,31.9,0.424,1174
CI-0262,Wireless/Mobile,2025-06-01,99.514,30.7,0.431,1537
CI-0262,Wireless/Mobile,2025-07-01,98.974,24.5,0.048,1686
CI-0262,Wireless/Mobile,2025-08-01,99.842,32.6,0.118,1643
CI-0262,Wireless/Mobile,2025-09-01,99.261,38.7,0.256,1445
CI-0262,Wireless/Mobile,2025-10-01,99.719,35.8,0.275,1233
CI-0262,Wireless/Mobile,2025-11-01,99.784,43.2,0.248,1620
CI-0262,Wireless/Mobile,2025-12-01,99.567,42.1,0.21,1270
CI-0263,Contact Center,2025-01-01,99.846,22.8,0.451,1381
CI-0263,Contact Center,2025-02-01,99.466,38.0,0.51,1519
CI-0263,Contact Center,2025-03-01,99.617,32.6,1.026,1415
CI-0263,Contact Center,2025-04-01,99.789,49.7,1.243,1449
CI-0263,Contact Center,2025-05-01,99.509,27.7,1.273,1510
CI-0263,Contact Center,2025-06-01,99.706,12.4,1.581,1436
CI-0263,Contact Center,2025-07-01,99.51,48.7,1.753,1071
CI-0263,Contact Center,2025-08-01,99.981,31.5,1.858,1135
CI-0263,Contact Center,2025-09-01,99.352,44.9,2.272,1374
CI-0263,Contact Center,2025-10-01,99.817,29.8,2.083,1116
CI-0263,Contact Center,2025-11-01,99.59,40.2,2.777,1062
CI-0263,Contact Center,2025-12-01,99.763,52.9,2.708,1518
CI-0264,Contact Center,2025-01-01,99.318,31.0,0.267,1770
CI-0264,Contact Center,2025-02-01,99.841,32.3,0.487,1693
CI-0264,Contact Center,2025-03-01,99.709,48.8,0.816,1477
CI-0264,Contact Center,2025-04-01,99.69,33.3,1.012,1096
CI-0264,Contact Center,2025-05-01,99.748,45.3,1.39,1424
CI-0264,Contact Center,2025-06-01,99.562,52.4,1.584,1527
CI-0264,Contact Center,2025-07-01,100.0,39.8,1.717,1363
CI-0264,Contact Center,2025-08-01,99.255,32.7,1.672,1145
CI-0264,Contact Center,2025-09-01,99.5,31.0,2.097,1105
CI-0264,Contact Center,2025-10-01,99.955,59.4,2.352,944
CI-0264,Contact Center,2025-11-01,99.794,44.2,2.456,869
CI-0264,Contact Center,2025-12-01,99.461,43.6,2.821,1102
CI-0265,Cloud Connectivity,2025-01-01,100.0,40.4,0.264,1438
CI-0265,Cloud Connectivity,2025-02-01,99.289,30.4,0.095,987
CI-0265,Cloud Connectivity,2025-03-01,99.297,47.8,0.255,1424
CI-0265,Cloud Connectivity,2025-04-01,99.72,19.4,0.242,1755
CI-0265,Cloud Connectivity,2025-05-01,99.564,20.8,0.138,1755
CI-0265,Cloud Connectivity,2025-06-01,99.678,23.7,0.555,1249
CI-0265,Cloud Connectivity,2025-07-01,99.527,26.7,0.045,1409
CI-0265,Cloud Connectivity,2025-08-01,99.791,45.3,0.142,1297
CI-0265,Cloud Connectivity,2025-09-01,99.744,39.1,0.236,1555
CI-0265,Cloud Connectivity,2025-10-01,99.566,35.8,0.173,1714
CI-0265,Cloud Connectivity,2025-11-01,100.0,36.4,0.199,1551
CI-0265,Cloud Connectivity,2025-12-01,99.403,41.1,0.266,1415
CI-0266,Voice/UCaaS,2025-01-01,99.871,35.2,0.054,1570
CI-0266,Voice/UCaaS,2025-02-01,99.671,42.7,0.325,1478
CI-0266,Voice/UCaaS,2025-03-01,99.458,35.0,0.254,1596
CI-0266,Voice/UCaaS,2025-04-01,99.69,34.3,0.35,1365
CI-0266,Voice/UCaaS,2025-05-01,100.0,41.1,0.031,1537
CI-0266,Voice/UCaaS,2025-06-01,99.832,32.2,0.0,1292
CI-0266,Voice/UCaaS,2025-07-01,99.763,21.0,0.0,1607
CI-0266,Voice/UCaaS,2025-08-01,99.533,29.4,0.126,1205
CI-0266,Voice/UCaaS,2025-09-01,99.745,28.5,0.12,1569
CI-0266,Voice/UCaaS,2025-10-01,99.523,29.4,0.0,1573
CI-0266,Voice/UCaaS,2025-11-01,99.624,30.9,0.044,1502
CI-0266,Voice/UCaaS,2025-12-01,99.744,35.8,0.446,1640
CI-0267,Voice/UCaaS,2025-01-01,99.568,40.9,0.207,1509
CI-0267,Voice/UCaaS,2025-02-01,99.989,27.8,0.203,1737
CI-0267,Voice/UCaaS,2025-03-01,99.693,32.0,0.0,1045
CI-0267,Voice/UCaaS,2025-04-01,100.0,37.5,0.112,1569
CI-0267,Voice/UCaaS,2025-05-01,99.316,32.4,0.059,1217
CI-0267,Voice/UCaaS,2025-06-01,98.969,22.2,0.353,1302
CI-0267,Voice/UCaaS,2025-07-01,99.76,42.7,0.202,1440
CI-0267,Voice/UCaaS,2025-08-01,99.64,31.7,0.381,1875
CI-0267,Voice/UCaaS,2025-09-01,100.0,17.8,0.134,1500
CI-0267,Voice/UCaaS,2025-10-01,99.739,21.2,0.0,1761
CI-0267,Voice/UCaaS,2025-11-01,99.432,23.1,0.034,1578
CI-0267,Voice/UCaaS,2025-12-01,99.353,36.9,0.053,1151
CI-0268,Cloud Connectivity,2025-01-01,100.0,38.2,0.15,1395
CI-0268,Cloud Connectivity,2025-02-01,100.0,39.7,0.372,1383
CI-0268,Cloud Connectivity,2025-03-01,99.615,38.2,0.117,1480
CI-0268,Cloud Connectivity,2025-04-01,99.425,38.2,0.002,1614
CI-0268,Cloud Connectivity,2025-05-01,99.693,33.4,0.267,1427
CI-0268,Cloud Connectivity,2025-06-01,99.399,39.3,0.288,1398
CI-0268,Cloud Connectivity,2025-07-01,99.422,33.5,0.117,1805
CI-0268,Cloud Connectivity,2025-08-01,99.695,35.1,0.06,1647
CI-0268,Cloud Connectivity,2025-09-01,99.417,29.8,0.316,1577
CI-0268,Cloud Connectivity,2025-10-01,98.849,33.7,0.219,1432
CI-0268,Cloud Connectivity,2025-11-01,99.648,20.5,0.0,1304
CI-0268,Cloud Connectivity,2025-12-01,99.685,9.2,0.073,1115
CI-0269,Cloud Connectivity,2025-01-01,99.527,50.7,0.167,1478
CI-0269,Cloud Connectivity,2025-02-01,99.852,35.2,0.168,1685
CI-0269,Cloud Connectivity,2025-03-01,99.742,37.3,0.179,1430
CI-0269,Cloud Connectivity,2025-04-01,99.875,32.3,0.385,1290
CI-0269,Cloud Connectivity,2025-05-01,100.0,38.8,0.055,1601
CI-0269,Cloud Connectivity,2025-06-01,99.405,35.3,0.127,1473
CI-0269,Cloud Connectivity,2025-07-01,99.882,39.1,0.031,1286
CI-0269,Cloud Connectivity,2025-08-01,99.681,37.7,0.099,1818
CI-0269,Cloud Connectivity,2025-09-01,99.844,30.0,0.092,1454
CI-0269,Cloud Connectivity,2025-10-01,99.5,45.0,0.348,1507
CI-0269,Cloud Connectivity,2025-11-01,99.803,41.6,0.209,1580
CI-0269,Cloud Connectivity,2025-12-01,99.778,38.9,0.083,1364
CI-0270,Wireless/Mobile,2025-01-01,99.513,29.3,0.0,1635
CI-0270,Wireless/Mobile,2025-02-01,99.704,24.3,0.164,1463
CI-0270,Wireless/Mobile,2025-03-01,99.655,26.3,0.0,1603
CI-0270,Wireless/Mobile,2025-04-01,99.14,33.1,0.151,1475
CI-0270,Wireless/Mobile,2025-05-01,99.676,47.8,0.0,1675
CI-0270,Wireless/Mobile,2025-06-01,98.846,46.1,0.0,1987
CI-0270,Wireless/Mobile,2025-07-01,99.483,45.3,0.363,1412
CI-0270,Wireless/Mobile,2025-08-01,99.492,28.3,0.318,1415
CI-0270,Wireless/Mobile,2025-09-01,99.354,39.3,0.065,1434
CI-0270,Wireless/Mobile,2025-10-01,99.632,29.9,0.126,1806
CI-0270,Wireless/Mobile,2025-11-01,99.539,32.1,0.174,1590
CI-0270,Wireless/Mobile,2025-12-01,99.29,38.4,0.238,1142
CI-0271,WAN/Circuits,2025-01-01,100.0,46.7,0.08,1275
CI-0271,WAN/Circuits,2025-02-01,99.668,23.6,0.405,1406
CI-0271,WAN/Circuits,2025-03-01,100.0,28.4,0.183,1753
CI-0271,WAN/Circuits,2025-04-01,99.503,37.2,0.364,1388
CI-0271,WAN/Circuits,2025-05-01,99.221,23.3,0.288,1577
CI-0271,WAN/Circuits,2025-06-01,99.918,32.8,0.0,1029
CI-0271,WAN/Circuits,2025-07-01,100.0,39.2,0.221,1555
CI-0271,WAN/Circuits,2025-08-01,99.171,28.6,0.461,1631
CI-0271,WAN/Circuits,2025-09-01,99.371,25.2,0.123,1436
CI-0271,WAN/Circuits,2025-10-01,100.0,33.5,0.022,1488
CI-0271,WAN/Circuits,2025-11-01,99.679,24.8,0.26,1741
CI-0271,WAN/Circuits,2025-12-01,99.642,28.6,0.121,1168
CI-0272,WAN/Circuits,2025-01-01,99.56,37.5,0.066,1887
CI-0272,WAN/Circuits,2025-02-01,99.838,20.7,0.0,1303
CI-0272,WAN/Circuits,2025-03-01,100.0,42.1,0.444,1502
CI-0272,WAN/Circuits,2025-04-01,99.537,25.0,0.252,1460
CI-0272,WAN/Circuits,2025-05-01,99.53,47.9,0.181,1766
CI-0272,WAN/Circuits,2025-06-01,99.124,56.5,0.144,1641
CI-0272,WAN/Circuits,2025-07-01,99.86,31.0,0.323,1674
CI-0272,WAN/Circuits,2025-08-01,99.386,29.4,0.207,1476
CI-0272,WAN/Circuits,2025-09-01,100.0,40.6,0.189,1621
CI-0272,WAN/Circuits,2025-10-01,98.986,30.1,0.243,1723
CI-0272,WAN/Circuits,2025-11-01,99.66,46.7,0.33,1402
CI-0272,WAN/Circuits,2025-12-01,99.558,38.3,0.133,1806
CI-0273,Contact Center,2025-01-01,99.267,38.4,0.519,1395
CI-0273,Contact Center,2025-02-01,99.438,36.1,0.738,1316
CI-0273,Contact Center,2025-03-01,99.279,46.7,0.885,1576
CI-0273,Contact Center,2025-04-01,99.828,55.8,1.201,1188
CI-0273,Contact Center,2025-05-01,99.741,34.7,1.174,1009
CI-0273,Contact Center,2025-06-01,99.514,44.4,1.44,1030
CI-0273,Contact Center,2025-07-01,99.143,57.7,1.707,1043
CI-0273,Contact Center,2025-08-01,99.739,59.2,1.96,609
CI-0273,Contact Center,2025-09-01,100.0,27.7,2.044,898
CI-0273,Contact Center,2025-10-01,99.378,45.6,1.973,1065
CI-0273,Contact Center,2025-11-01,99.944,37.4,2.283,1013
CI-0273,Contact Center,2025-12-01,99.498,40.2,2.522,1103
CI-0274,Voice/UCaaS,2025-01-01,99.779,26.5,0.061,1527
CI-0274,Voice/UCaaS,2025-02-01,99.311,36.4,0.42,1488
CI-0274,Voice/UCaaS,2025-03-01,99.236,38.1,0.173,1469
CI-0274,Voice/UCaaS,2025-04-01,99.743,40.5,0.205,1487
CI-0274,Voice/UCaaS,2025-05-01,100.0,44.6,0.325,1526
CI-0274,Voice/UCaaS,2025-06-01,99.298,44.0,0.222,1384
CI-0274,Voice/UCaaS,2025-07-01,99.527,27.3,0.359,1636
